Product,Description,Barcode,Colour,Size,Brand,Hierachy,UOM,SRP,Trade Price,Vat Code,Vat Rate,Web Friendly Description,Image Filename,Stock Flag,Pack Contents,Division Code,Discontinued Flag,Supersession Code,Unit Price,Country of Origin,Break Qty 1,Break Price 1,Break Qty 2,Break Price 2,Break Qty 3,Break Price 3,Break Qty 4,Break Price 4,Break Qty 5,Break Price 5
1KY 0800,SPRE FC7900 C/arm fixing bolt,4.52467E+12,black,one size,Shimano Spares,FPTRAF,Each,3.99,2.33,NOR,20,FC-7900 crank arm fixing bolt,shimanospareslogo,N,1,SHM,N,,2.33,JP,1,2.33,1,0,1,0,1,0,1,0
1L9 0200,SPRE SMBB91-42A spacer 2.5mm,4.52467E+12,black,2.5mm,Shimano Spares,FPTRAA,Each,2.99,1.74,NOR,20,SM-BB91-42A spacer 2.5 mm,1L90200,Y,1,SHM,Y,,1.74,JP,1,1.74,1,0,1,0,1,0,1,0
1LD 2200,C/RING FCM590 22T BK,4.52467E+12,black,22T,Shimano Spares,FPTRAD,Each,9.99,4.99,NOR,20,"FC-M590 chainring 22T, black",Y1LD22000,Y,1,SHM,N,,4.99,MY,1,4.99,1,0,1,0,1,0,1,0
1LD 2600,C/RING FCM590 26T BK,4.52467E+12,black,26T,Shimano Spares,FPTRAD,Each,9.99,4.99,NOR,20,"FC-M590 chainring 26T, black",y1LD26000,Y,1,SHM,N,,4.99,MY,1,4.99,1,0,1,0,1,0,1,0
1LD 9808,C/RING FCM590 32T BK,4.52467E+12,black,32T,Shimano Spares,FPTRAD,Each,14.99,7.5,NOR,20,"FC-M590 chainring 32T, black",Y1LD98080,Y,1,SHM,N,,7.5,MY,1,7.5,1,0,1,0,1,0,1,0
1LD 9809,C/RING FCM590 36T BK,4.52467E+12,black,36T,Shimano Spares,FPTRAD,Each,14.99,7.5,NOR,20,"FC-M590 chainring 36T, black",Y1LD98090,Y,1,SHM,N,,7.5,MY,1,7.5,1,0,1,0,1,0,1,0
1LD 9812,C/RING FCM590 48T GY,4.52467E+12,grey,48T,Shimano Spares,FPTRAD,Each,39.99,20.01,NOR,20,"FC-M590 chainring 48T, grey",chainringassortment,Y,1,SHM,N,,20.01,MY,1,20.01,1,0,1,0,1,0,1,0
1LD 9813,C/RING FCM590 CG mount 48T GY,4.52467E+12,grey,48T with cgrd,Shimano Spares,FPTRAD,Each,39.99,20.01,NOR,20,"FC-M590 chainring for chain guard 48T, grey",Y1LD98130,Y,1,SHM,Y,,20.01,MY,1,20.01,1,0,1,0,1,0,1,0
1LE 9806,C/RING FCM591 44T GY,4.52467E+12,grey,44T,Shimano Spares,FPTRAD,Each,34.99,17.5,NOR,20,"FC-M591 chainring 44T, grey",y1le98060,Y,1,SHM,Y,,17.5,MY,1,17.5,1,0,1,0,1,0,1,0
1LR 1300,SPRE FCM980 crank arm fix bolt,4.52467E+12,black,one size,Shimano Spares,FPTRAF,Each,3.99,2.33,NOR,20,FC-M980 crank arm fixing bolt,shimanospareslogo,Y,1,SHM,Y,,2.33,JP,1,2.33,1,0,1,0,1,0,1,0
1LR 9801,C/RING FCM980 triple 42T AE,4.52467E+12,silver/blk,42T,Shimano Spares,FPTRAD,Each,94.99,28,NOR,20,"FC-M980 chainring for triple, 42T AE",Y1LR98010,Y,1,SHM,N,,28,JP,1,28,1,0,1,0,1,0,1,0
1LS 2800,C/RING FCM985 double 28T AG,4.52467E+12,silver,28T,Shimano Spares,FPTRAD,Each,29.99,3.99,NOR,20,"FC-M985 chainring for double, 28T AG (for 40-28T)",chainringassortment,Y,1,SHM,N,,3.99,JP,1,3.99,1,0,1,0,1,0,1,0
1LU 2400,C/RING FCM660-10 24T BK,4.52467E+12,black,24T,Shimano Spares,FPTRAD,Each,9.99,4.99,NOR,20,"FC-M660-10 chainring, 24T, black",Y1LU24000,Y,1,SHM,Y,,4.99,JP,1,4.99,1,0,1,0,1,0,1,0
1LV 2400,C/RING FCM590-10 24T AE BK,4.52467E+12,black,24T,Shimano Spares,FPTRAD,Each,9.99,4.99,NOR,20,"FC-M590-10 chainring 24T AE, black",Y1LV24000,Y,1,SHM,Y,,4.99,MY,1,4.99,1,0,1,0,1,0,1,0
1LV 9806,SPRE FCM552 inner gear bolts Pk4,4.52467E+12,black,M8x8.5mm,Shimano Spares,FPTRAF,Pack of 4,3.99,2.33,NOR,20,"FC-M552 inner gear fixing bolt, M8 x 8.5 mm, pack of 4",shimanospareslogo,N,1,SHM,N,,2.33,MY,1,2.33,1,0,1,0,1,0,1,0
1LY 1300,SPRE FCM131 crank arm cap,4.52467E+12,black,one size,Shimano Spares,FPTRAF,Each,0.99,0.58,NOR,20,FC-M131 crank arm cap,shimanospareslogo,Y,1,SHM,N,,0.58,MY,1,0.58,1,0,1,0,1,0,1,0
1M0 9801,SPRE FCM430-8 C/arm fix bolt,4.52467E+12,black,one size,Shimano Spares,FPTRAF,Each,5.99,3.49,NOR,20,FC-M430-8 crank arm fixing bolt unit,shimanospareslogo,Y,1,SHM,N,,3.49,MY,1,3.49,1,0,1,0,1,0,1,0
1M0 9806,C/RING FCM430-8 32T SR,4.52467E+12,silver,32T,Shimano Spares,FPTRAD,Each,11.99,5.5,NOR,20,"FC-M430-8 chainring and protector, 32T, silver",chainringassortment,Y,1,SHM,N,,5.5,MY,1,5.5,1,0,1,0,1,0,1,0
1M0 9825,SPRE FCM430-8 chain guard,4.52467E+12,black,one size,Shimano Spares,FPTRAF,Each,9.99,5.83,NOR,20,FC-M430-8 chain guard and fixing screws,shimanospareslogo,Y,1,SHM,N,,5.83,MY,1,5.83,1,0,1,0,1,0,1,0
1M2 9816,SPRE FCM431-8 chain guard 48T,4.52467E+12,black,48T,Shimano Spares,FPTRAF,Each,7.99,4.66,NOR,20,FC-M431-8 chain guard and fixing bolts for 48T,shimanospareslogo,Y,1,SHM,N,,4.66,MY,1,4.66,1,0,1,0,1,0,1,0
1M4 3002,C/RING FC5703-S 30T SR,4.52467E+12,silver,30T,Shimano Spares,FPTRAD,Each,12.99,6.5,NOR,20,"FC-5703-S chainring 30T, silver",y1m430020,Y,1,SHM,Y,,6.5,JP,1,6.5,1,0,1,0,1,0,1,0
1M4 3003,C/RING FC5703-L 30T BK,4.52467E+12,black,30T,Shimano Spares,FPTRAD,Each,12.99,6.5,NOR,20,"FC-5703-L chainring 30T, black",Y1M430030,Y,1,SHM,N,,6.5,JP,1,6.5,1,0,1,0,1,0,1,0
1M4 9801,C/RING FC5703-S 39T D-type SR,4.52467E+12,silver,39T,Shimano Spares,FPTRAD,Each,20.99,10.5,NOR,20,"FC-5703-S chainring 39T D-type, silver",Y1M498010,Y,1,SHM,Y,,10.5,JP,1,10.5,1,0,1,0,1,0,1,0
1M4 9802,C/RING FC5703-L 39T D-type BK,4.52467E+12,black,39T,Shimano Spares,FPTRAD,Each,20.99,10.5,NOR,20,"FC-5703-L chainring 39T D-type, black",Y1M498020,Y,1,SHM,Y,,10.5,JP,1,10.5,1,0,1,0,1,0,1,0
1M4 9805,SPRE FC5700 gear fixing bolts Pk5,4.52467E+12,black,8.5mm,Shimano Spares,FPTRAF,Pack of 5,12.99,7.58,NOR,20,"FC-5700 gear fixing bolt, M8 x 8.5 mm, pack of 5",shimanospareslogo,Y,1,SHM,Y,,7.58,JP,1,7.58,1,0,1,0,1,0,1,0
1M8 3400,C/RING FC2350 34T SR,4.52467E+12,silver,34T,Shimano Spares,FPTRAD,Each,11.99,5.5,NOR,20,"FC-2350 chainring, 34T, silver",chainringassortment,Y,1,SHM,N,,5.5,MY,1,5.5,1,0,1,0,1,0,1,0
1M8 3401,C/RING FC2350 34T BK,4.52467E+12,black,34T,Shimano Spares,FPTRAD,Each,11.99,5.5,NOR,20,"FC-2350 chainring, 34T, black",Y1M834010,Y,1,SHM,N,,5.5,MY,1,5.5,1,0,1,0,1,0,1,0
1MA 9802,SPRE FCMX71 LH crank 170mm,4.52467E+12,black,170mm,Shimano Spares,FPTRAL,Each,164.99,96.26,NOR,20,"FC-MX71 left hand crank, 170 mm",shimanospareslogo,Y,1,SHM,N,,96.26,JP,1,96.26,1,0,1,0,1,0,1,0
1ML 9801,SPRE FCM785 dbl gear fix bolts,4.52467E+12,black,7mm,Shimano Spares,FPTRAF,Pack,17.99,10.5,NOR,20,"FC-M785 double gear fixing bolts and nuts, M8 x 7 mm",shimanospareslogo,Y,1,SHM,N,,10.5,JP,1,10.5,1,0,1,0,1,0,1,0
1MM 2400,C/RING FCM780 24T AE,4.52467E+12,silver,24T,Shimano Spares,FPTRAD,Each,19.99,10,NOR,20,FC-M780 chainring 24T AE,y1mm24000,Y,1,SHM,Y,,10,JP,1,10,1,0,1,0,1,0,1,0
1MM 9803,SPRE FCM780 LH C/arm 170mm SR,4.52467E+12,silver,170mm,Shimano Spares,FPTRAL,Each,89.99,52.5,NOR,20,"FC-M780 left hand crank arm 170 mm, silver",shimanospareslogo,Y,1,SHM,Y,,52.5,JP,1,52.5,1,0,1,0,1,0,1,0
1MM 9808,SPRE FCM780 LH C/arm 180mm BK,4.52467E+12,black,180mm,Shimano Spares,FPTRAL,Each,89.99,15.78,NOR,20,"FC-M780 left hand crank arm 180 mm, black",Y1MM98060,Y,1,SHM,N,,15.78,JP,1,15.78,1,0,1,0,1,0,1,0
1MM 9811,C/RING FCM780 42T AE,4.52467E+12,silver,42T,Shimano Spares,FPTRAD,Each,69.99,37.94,NOR,20,FC-M780 chainring 42T AE,Y1MM98110,N,1,SHM,Y,,37.94,JP,1,37.94,1,0,1,0,1,0,1,0
1MP 9802,C/RING FCT781 36T AL,4.52467E+12,black,36T,Shimano Spares,FPTRAD,Each,29.99,16.25,NOR,20,FC-T781 chainring 36T AL,Y1MP98020,Y,1,SHM,N,,16.25,JP,1,16.25,1,0,1,0,1,0,1,0
1MP 9807,SPRE FCT781 chain guard for44T,4.52467E+12,black/silv,44T,Shimano Spares,FPTRAF,Each,9.99,5.83,NOR,20,FC-T781 chain guard and screw for 44T,shimanospareslogo,Y,1,SHM,Y,,5.83,JP,1,5.83,1,0,1,0,1,0,1,0
1MS 9801,SPRE FCCX50 LH C/arm 170mm SR,4.52467E+12,silver,170mm,Shimano Spares,FPTRAL,Each,49.99,29.17,NOR,20,"FC-CX50 left hand crank arm, 170 mm, silver",shimanospareslogo,Y,1,SHM,N,,29.17,MY,1,29.17,1,0,1,0,1,0,1,0
1MS 9802,SPRE FCCX50 LH C/arm 170mm BK,4.52467E+12,black,170mm,Shimano Spares,FPTRAL,Each,49.99,29.17,NOR,20,"FC-CX50 left hand crank arm, 170 mm, black",shimanospareslogo,Y,1,SHM,N,,29.17,MY,1,29.17,1,0,1,0,1,0,1,0
1MS 9805,C/RING FCCX50 46T G-type SR,4.52467E+12,silver,46T,Shimano Spares,FPTRAD,Each,41.99,20.99,NOR,20,"FC-CX50 chainring, 46T G-type, silver",chainringassortment,Y,1,SHM,N,,20.99,MY,1,20.99,1,0,1,0,1,0,1,0
1MS 9806,C/RING FCCX50 46T G-type BK,4.52467E+12,black,46T,Shimano Spares,FPTRAD,Each,41.99,20.99,NOR,20,"FC-CX50 chainring, 46T G-type, black",chainringassortment,Y,1,SHM,N,,20.99,MY,1,20.99,1,0,1,0,1,0,1,0
1MZ 9801,SPRE FCM590 dbl gear fix bolts,4.52467E+12,black,M8x8.5mm,Shimano Spares,FPTRAF,Pack,11.99,7,NOR,20,"FC-M590 double gear fixing bolts and nuts, M8 x 8.5 mm",shimanospareslogo,Y,1,SHM,N,,7,MY,1,7,1,0,1,0,1,0,1,0
1N5 9801,SPRE FCM820 LH crank arm 165mm,4.52467E+12,black,165mm,Shimano Spares,FPTRAF,Each,134.99,25.93,NOR,20,"FC-M820 left hand crank arm, 165 mm",Y1N598010,Y,1,SHM,N,,25.93,JP,1,25.93,1,0,1,0,1,0,1,0
1N5 9802,SPRE FCM820 LH crank arm 170mm,4.52467E+12,black,170mm,Shimano Spares,FPTRAF,Each,134.99,78.76,NOR,20,"FC-M820 left hand crank arm, 170 mm",Y1N598010,Y,1,SHM,N,,78.76,JP,1,78.76,1,0,1,0,1,0,1,0
1N5 9804,SPRE FCM820 C/ring bolt Pk4,4.52467E+12,black,7mm,Shimano Spares,FPTRAF,Pack of 4,49.99,29.17,NOR,20,"FC-M820 gear fixing bolt and nut, M8 x 7 mm, set of 4",shimanospareslogo,Y,1,SHM,N,,29.17,JP,1,29.17,1,0,1,0,1,0,1,0
1N9 9803,SPRE FCM670 42-32 C/ring bolts Pk4,4.52467E+12,black,M8x8.5mm,Shimano Spares,FPTRAF,Pack of 4,12.99,7.58,NOR,20,"FC-M670 42-32T double gear fixing bolt, M8 x 8.5 mm and nut, set of 4",shimanospareslogo,Y,1,SHM,Y,,7.58,JP,1,7.58,1,0,1,0,1,0,1,0
1N9 9804,SPRE FCM670 48-36 C/ring bolts Pk4,4.52467E+12,black,M8x8.5mm,Shimano Spares,FPTRAF,Pack of 4,12.99,7.58,NOR,20,"FC-M670 48-36T double gear fixing bolt, M8 x 8.5 mm and nut, set of 4",shimanospareslogo,Y,1,SHM,N,,7.58,JP,1,7.58,1,0,1,0,1,0,1,0
1N9 9805,C/RING FC-M670 32T AE-type,4.52467E+12,black,32T,Shimano Spares,FPTRAD,Each,34.99,17.5,NOR,20,"FC-M670 chainring, 32T AE-type",y1n998050,Y,1,SHM,N,,17.5,JP,1,17.5,1,0,1,0,1,0,1,0
1NG 3400,C/RING FCM640 34T BK,4.52467E+12,black,34T,Shimano Spares,FPTRAD,Each,19.99,10,NOR,20,"FC-M640 chainring 34T, black",Y1NG34000,Y,1,SHM,N,,10,MY,1,10,1,0,1,0,1,0,1,0
1NG 3600,C/RING FCM640 36T BK,4.52467E+12,black,36T,Shimano Spares,FPTRAD,Each,19.99,10,NOR,20,"FC-M640 chainring 36T, black",y1ng36000,Y,1,SHM,N,,10,MY,1,10,1,0,1,0,1,0,1,0
1NG 3800,C/RING FCM640 38T BK,4.52467E+12,black,38T,Shimano Spares,FPTRAD,Each,19.99,10,NOR,20,"FC-M640 chainring 38T, black",y1ng38000,Y,1,SHM,N,,10,MY,1,10,1,0,1,0,1,0,1,0
1NG 9802,SPRE FCM640 LH crank arm 165mm,4.52467E+12,black,165mm,Shimano Spares,FPTRAL,Each,49.99,29.17,NOR,20,"FC-M640 left hand crank arm, 165 mm",Y1NG98020,Y,1,SHM,N,,29.17,MY,1,29.17,1,0,1,0,1,0,1,0
1NG 9803,SPRE FCM640 LH crank arm 170mm,4.52467E+12,black,170mm,Shimano Spares,FPTRAL,Each,49.99,29.17,NOR,20,"FC-M640 left hand crank arm, 170 mm",Y1NG98020,Y,1,SHM,N,,29.17,MY,1,29.17,1,0,1,0,1,0,1,0
1NG 9804,SPRE FCM640 LH crank arm 175mm,4.52467E+12,black,175mm,Shimano Spares,FPTRAL,Each,49.99,29.17,NOR,20,"FC-M640 left hand crank arm, 175 mm",Y1NG98020,Y,1,SHM,N,,29.17,MY,1,29.17,1,0,1,0,1,0,1,0
1NG 9805,SPRE FCM640 C/ring bolt Pk4,4.52467E+12,black,M8x8.5mm,Shimano Spares,FPTRAF,Pack of 4,14.99,8.75,NOR,20,"FC-M640 gear fixing bolt unit -M8 x 8.5 mm, set of 4",shimanospareslogo,Y,1,SHM,N,,8.75,MY,1,8.75,1,0,1,0,1,0,1,0
1TF 2100,SPRE BBM950 O-Ring,4.52467E+12,black,one size,Shimano Spares,FPTRAA,Each,1.99,1.16,NOR,20,BB-M950 O-ring,1TF2100,Y,1,SHM,N,,1.16,JP,1,1.16,1,0,1,0,1,0,1,0
1TF 9809,SPRE BBM950 Needle Bearing,4.52467E+12,black,one size,Shimano Spares,FPTRAA,Each,6.99,4.08,NOR,20,BB-M950 needle bearing,1TF9809,Y,1,SHM,N,,4.08,JP,1,4.08,1,0,1,0,1,0,1,0
1TG 9808,SPRE BB7700 Seal Guard,4.52467E+12,black,one size,Shimano Spares,FPTRAA,Each,4.99,2.91,NOR,20,BB-7700 seal guard,1TG9808,N,1,SHM,N,,2.91,JP,1,2.91,1,0,1,0,1,0,1,0
1YN 9801,SPRE CS5700 lock ring&spcr 11T,4.52467E+12,silver,11T,Shimano Spares,FPTRAB,Each,4.99,2.91,NOR,20,CS-5700 Lock Ring and Spacer for 11T Top Gear,shimanospareslogo,N,1,SHM,N,,2.91,JP,1,2.91,1,0,1,0,1,0,1,0
1YN 9802,SPRE CS5700 lock ring&spcr 12T,4.52467E+12,silver,12T,Shimano Spares,FPTRAB,Each,6.99,4.08,NOR,20,CS-5700 Lock Ring and Spacer for 12T Top Gear,1YN9802,N,1,SHM,N,,4.08,JP,1,4.08,1,0,1,0,1,0,1,0
1YR 9801,SPRE CSM771 lock ring & spacer,4.52467E+12,silver,one size,Shimano Spares,FPTRAB,Each,9.99,5.83,NOR,20,CS-M771 lock ring and spacer,1YR9801,Y,1,SHM,N,,5.83,JP,1,5.83,1,0,1,0,1,0,1,0
1YS 9801,SPRE CSHG81-10 lock ring&spcr,4.52467E+12,silver,one size,Shimano Spares,FPTRAB,Each,4.99,2.91,NOR,20,CS-HG81-10 lock ring and spacer,1YS9801,Y,1,SHM,N,,2.91,JP,1,2.91,1,0,1,0,1,0,1,0
1YT 9801,SPRE CSM980 lock ring & spacer,4.52467E+12,silver,one size,Shimano Spares,FPTRAB,Each,10.99,6.41,NOR,20,CS-M980 lock ring and spacer,1YT9801,Y,1,SHM,Y,,6.41,JP,1,6.41,1,0,1,0,1,0,1,0
1YX 9801,SPRE CS6700 lock ring for 11T,4.52467E+12,silver,11T,Shimano Spares,FPTRAB,Each,11.99,7,NOR,20,CS-6700 Lock Ring and Spacer for 11T,1yx9801,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
1YX 9802,SPRE CS6700 lock ring for 12T,4.52467E+12,silver,12T,Shimano Spares,FPTRAB,Each,11.99,7,NOR,20,CS-6700 Lock Ring and Spacer for 12T,1yx902,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
1YZ 1500-D,SPRE CS7900 sprocket 15T,4.52467E+12,silver,15T,Shimano Spares,FPTRAB,Each,16.99,3.13,NOR,20,CS-7900 sprocket 15T,1YZ1500D,Y,1,SHM,Y,,3.13,JP,1,3.13,1,0,1,0,1,0,1,0
1YZ 9801,SPRE CS7900 L/ring & spcr 11T,4.52467E+12,silver,11T,Shimano Spares,FPTRAB,Each,14.99,8.75,NOR,20,CS-7900 Lockring and Spacer for 11T,Y1YZ98010,Y,1,SHM,Y,,8.75,JP,1,8.75,1,0,1,0,1,0,1,0
1YZ 9802,SPRE CS7900 L/ring & spcr 12T,4.52467E+12,silver,12T,Shimano Spares,FPTRAB,Each,14.99,8.75,NOR,20,CS-7900 Lockring and Spacer for 12T,Y1YZ98020_1,Y,1,SHM,Y,,8.75,JP,1,8.75,1,0,1,0,1,0,1,0
1Z8 0510,SPRE CS7900 sprock spcr 2.35mm,4.52467E+12,silver,2.35mm,Shimano Spares,FPTRAB,Each,5.99,3.49,NOR,20,CS-7900 sprocket spacer 2.35 mm,1Z80510,Y,1,SHM,Y,,3.49,JP,1,3.49,1,0,1,0,1,0,1,0
1Z8 0700,SPRE CS7800 Spacer T 1.0mm,4.52467E+12,silver,1mm,Shimano Spares,FPTRAL,Each,2.99,1.74,NOR,20,CS-7800 spacer T = 1.0 mm,shimanospareslogo,N,1,SHM,N,,1.74,JP,1,1.74,1,0,1,0,1,0,1,0
1Z8 1100-D,SPRE CS6600 Sprocket 11T,4.52467E+12,silver,11T,Shimano Spares,FPTRAB,Each,14.99,8.75,NOR,20,CS-6600 sprocket 11T,1Z81100-D,Y,1,SHM,N,,8.75,JP,1,8.75,1,0,1,0,1,0,1,0
1Z8 1200-D,SPRE CS6600 Sprocket 12T,4.52467E+12,silver,12T,Shimano Spares,FPTRAB,Each,14.99,8.75,NOR,20,CS-6600 sprocket 12T,1zb1200-d,Y,1,SHM,N,,8.75,JP,1,8.75,1,0,1,0,1,0,1,0
1Z8 1300-D,SPRE CS7800 Sprocket 13T,4.52467E+12,silver,13T,Shimano Spares,FPTRAB,Each,14.99,8.75,NOR,20,CS-7800 sprocket 13T,shimanospareslogo,Y,1,SHM,N,,8.75,JP,1,8.75,1,0,1,0,1,0,1,0
1Z8 1500-D,SPRE CS7800 Sprocket 15T,4.52467E+12,silver,15T,Shimano Spares,FPTRAB,Each,11.99,7,NOR,20,CS-7800 and 6600 sprocket 15T,1zb1500-D,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
1Z8 1600-D,SPRE CS6600 Sprocket 16T,4.52467E+12,silver,16T,Shimano Spares,FPTRAB,Each,11.99,7,NOR,20,CS-6600 sprocket 16T,1zb1600-D,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
1ZA 1100,SPRE CSM760 11T Sprkt AQ-GRP,4.52467E+12,silver,11T,Shimano Spares,FPTRAB,Each,7.99,4.66,NOR,20,CS-M760 sprocket 11T AQ-group,1ZA1100,N,1,SHM,N,,4.66,JP,1,4.66,1,0,1,0,1,0,1,0
1ZA 1345,SPRE CSM760 13T Sprocket,4.52467E+12,silver,13T,Shimano Spares,FPTRAB,Each,5.99,3.49,NOR,20,CS-M760 sprocket 13T,1ZA1345,Y,1,SHM,N,,3.49,JP,1,3.49,1,0,1,0,1,0,1,0
1ZA 1444,SPRE CSM760 14T Sprocket,4.52467E+12,silver,14T,Shimano Spares,FPTRAB,Each,5.99,3.49,NOR,20,CS-M760 sprocket 14T,1ZA14441,Y,1,SHM,N,,3.49,JP,1,3.49,1,0,1,0,1,0,1,0
1ZA 1545,SPRE CSM760 15T Sprocket,4.52467E+12,silver,15T,Shimano Spares,FPTRAB,Each,5.99,3.49,NOR,20,CS-M760 sprocket 15T,1ZA1545,Y,1,SHM,N,,3.49,JP,1,3.49,1,0,1,0,1,0,1,0
1ZA 1644,SPRE CSM760 16T Sprocket,4.52467E+12,silver,16T,Shimano Spares,FPTRAB,Each,5.99,3.49,NOR,20,CS-M760 sprocket 16T,1ZA1644,Y,1,SHM,Y,,3.49,JP,1,3.49,1,0,1,0,1,0,1,0
1ZD 1300-D,SPRE CS6600 Sprocket 13T,4.52467E+12,silver,13T,Shimano Spares,FPTRAB,Each,22.99,13.41,NOR,20,CS-6600 sprocket 13T,1ZD1300-D,Y,1,SHM,Y,,13.41,JP,1,13.41,1,0,1,0,1,0,1,0
1ZD 1400-D,SPRE CS6600 Sprocket 14T,4.52467E+12,silver,14T,Shimano Spares,FPTRAB,Each,19.99,11.66,NOR,20,CS-6600 sprocket 14T,1ZD1400-D_1,Y,1,SHM,N,,11.66,JP,1,11.66,1,0,1,0,1,0,1,0
1ZD 1700-E,SPRE CS6600 Sprocket 17T,4.52467E+12,silver,17T,Shimano Spares,FPTRAB,Each,10.99,6.41,NOR,20,CS-6600 sprocket 17T,1zd1700-E,Y,1,SHM,N,,6.41,JP,1,6.41,1,0,1,0,1,0,1,0
1ZD 1800-E,SPRE CS6600 Sprocket 18T,4.52467E+12,silver,18T,Shimano Spares,FPTRAB,Each,10.99,6.41,NOR,20,CS-6600 sprocket 18T,1zd1800-E,N,1,SHM,N,,6.41,JP,1,6.41,1,0,1,0,1,0,1,0
1ZD 1900-E,SPRE CS6600 Sprocket 19T,4.52467E+12,silver,19T,Shimano Spares,FPTRAB,Each,10.99,6.41,NOR,20,CS-6600 sprocket 19T,1zd1900-e,Y,1,SHM,N,,6.41,JP,1,6.41,1,0,1,0,1,0,1,0
1ZE 9801,SPRE CSM770 lockring & spacer,4.52467E+12,silver,one size,Shimano Spares,FPTRAB,Each,11.99,7,NOR,20,CS-M770 lock ring and spacer,1ze9801,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
214 0600,SPRE HB6400 S/Ring,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,1.99,1.16,NOR,20,HB-6400 seal ring,shimanospareslogo,Y,1,SHM,N,,1.16,MY,1,1.16,1,0,1,0,1,0,1,0
21H 9808,SPRE HBMC10 Cone & D/Cover M9,4.52467E+12,black,10.4mm,Shimano Spares,FPWHAB,Each,2.99,1.74,NOR,20,HB-MC10 cone with dust cover M9 x 10.4 mm,shimanospareslogo,Y,1,SHM,N,,1.74,MY,1,1.74,1,0,1,0,1,0,1,0
21S 0400,SPRE HBM564 Locknut 3mm,4.52467E+12,black,3mm,Shimano Spares,FPWHAB,Each,2.99,1.74,NOR,20,HB-M564 locknut 3 mm,shimanospareslogo,Y,1,SHM,N,,1.74,MY,1,1.74,1,0,1,0,1,0,1,0
220 0601,SPRE FHIM40 Washer 3.2mm,4.52467E+12,black,3.2mm,Shimano Spares,FPWHAB,Each,0.99,0.58,NOR,20,FH-IM40 washer 3.2 mm,shimanospareslogo,N,1,SHM,N,,0.58,CN,1,0.58,1,0,1,0,1,0,1,0
220 0604,SPRE Nexus SG4R35/7R46 Washer,4.52467E+12,black,one size,Shimano Nexus,FPWHAB,Each,1.49,0.74,NOR,20,Nexus rear hub washer for SG-4R35 and SG-7R46,shimanospareslogo,Y,1,SHM,N,,0.74,JP,1,0.74,1,0,1,0,1,0,1,0
220 1501,SPRE H-P flange nut 3/8,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,1.99,1.16,NOR,20,H-P flange nut 3/8,shimanospareslogo,Y,1,SHM,N,,1.16,CN,1,1.16,1,0,1,0,1,0,1,0
220 9808,SPRE FHM450 LH Cone&Seal M10,4.52467E+12,black,15.1mm,Shimano Spares,FPWHAB,Each,2.99,1.74,NOR,20,FH-M450 left hand cone and seal M10 x 15.1 mm,shimanospareslogo,Y,1,SHM,N,,1.74,MY,1,1.74,1,0,1,0,1,0,1,0
22T 0500,SPRE BRIM75 fix nut M10x4mm,4.52467E+12,silver,M10x4mm,Shimano Spares,FPBRAA,Each,3.99,2.33,NOR,20,BR-IM75 brake unit fixing nut M10 x 4 mm,shimanospareslogo,Y,1,SHM,Y,,2.33,JP,1,2.33,1,0,1,0,1,0,1,0
22T 9801,SPRE HBIM50 RH cone M10x10.4mm,4.52467E+12,black,10.4mm,Shimano Spares,FPWHAB,Each,2.99,1.74,NOR,20,"HB-IM50 right hand cone, M10 x 10.4 mm with dust cover",shimanospareslogo,Y,1,SHM,N,,1.74,CN,1,1.74,1,0,1,0,1,0,1,0
22V 0502,SPRE BRIM41F brake unitFix nut,4.52467E+12,silver,M9x3.5mm,Shimano Spares,FPBRAA,Each,0.99,0.58,NOR,20,"BR-IM41-F brake unit fixing nut for axle length 140 mm, M9 x 3.5 mm",shimanospareslogo,Y,1,SHM,N,,0.58,CN,1,0.58,1,0,1,0,1,0,1,0
22V 0600,SPRE HBNX50 left hand dust cap,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,0.99,0.58,NOR,20,HB-NX50 left hand dust cap,shimanospareslogo,Y,1,SHM,N,,0.58,CN,1,0.58,1,0,1,0,1,0,1,0
233 1600,SPRE HB D/Ace Non Turn Washer,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,1.99,1.16,NOR,20,Dura-Ace non-turn washer,shimanospareslogo,Y,1,SHM,N,,1.16,JP,1,1.16,1,0,1,0,1,0,1,0
237 9002,SPRE HB7710 FR Trk Hub Nut,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,11.99,7,NOR,20,HB-7710 front Track hub nut,shimanospareslogo,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
23T 0600,SPRE HB7710 FR Trk Locknut,4.52467E+12,black,one size,Shimano Spares,FPWHAB,Each,11.99,7,NOR,20,HB-7710 front Track locknut,shimanospareslogo,Y,1,SHM,N,,7,JP,1,7,1,0,1,0,1,0,1,0
